age,workclass,fnlwgt,education,education+AC0-num,marital+AC0-status,occupation,relationship,race,sex,capital+AC0-gain,capital+AC0-loss,hours+AC0-per+AC0-week,native+AC0-country
45,Private,216414,Bachelors,13,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,White,Male,7688,0,50,United+AC0-States
32,Private,236396,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Handlers+AC0-cleaners,Husband,White,Male,0,0,40,United+AC0-States
24,Private,311826,Some+AC0-college,10,Never+AC0-married,Sales,Unmarried,White,Female,0,0,18,United+AC0-States
38,Private,172538,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,55,United+AC0-States
38,Private,43712,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,White,Male,0,0,55,United+AC0-States
33,Private,272669,Assoc+AC0-acdm,12,Never+AC0-married,Adm+AC0-clerical,Unmarried,Asian+AC0-Pac+AC0-Islander,Male,0,0,30,Hong
50,Private,137299,Assoc+AC0-acdm,12,Divorced,Craft+AC0-repair,Unmarried,White,Male,0,0,40,United+AC0-States
40,Private,171305,Bachelors,13,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,Black,Male,0,0,60,United+AC0-States
33,Local+AC0-gov,190027,HS+AC0-grad,9,Divorced,Other+AC0-service,Own+AC0-child,Black,Female,0,0,40,United+AC0-States
20,Private,376416,HS+AC0-grad,9,Never+AC0-married,Sales,Own+AC0-child,White,Male,0,0,40,United+AC0-States
17,Local+AC0-gov,236831,12th,8,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,Black,Female,0,0,15,United+AC0-States
27,Private,170148,Bachelors,13,Never+AC0-married,Tech+AC0-support,Own+AC0-child,White,Female,0,0,28,United+AC0-States
66,Private,366425,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Other+AC0-service,Husband,White,Male,0,0,40,United+AC0-States
53,Private,95864,Doctorate,16,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,15024,0,50,England
71,Private,37435,Bachelors,13,Divorced,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,3,United+AC0-States
39,Self+AC0-emp+AC0-not+AC0-inc,151835,10th,6,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
36,Private,149419,Some+AC0-college,10,Divorced,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Male,0,0,55,United+AC0-States
20,,224238,Some+AC0-college,10,Never+AC0-married,,Own+AC0-child,White,Male,0,0,6,United+AC0-States
56,Private,359972,Masters,14,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,60,England
60,Private,23063,7th+AC0-8th,4,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,40,United+AC0-States
43,Private,198282,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
46,Self+AC0-emp+AC0-inc,211020,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,15024,0,60,Germany
42,Private,104196,HS+AC0-grad,9,Never+AC0-married,Handlers+AC0-cleaners,Other+AC0-relative,White,Male,0,0,40,United+AC0-States
56,Private,133819,HS+AC0-grad,9,Divorced,Prof+AC0-specialty,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
31,Private,328734,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Unmarried,White,Female,0,2238,40,United+AC0-States
34,Self+AC0-emp+AC0-not+AC0-inc,41210,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,60,United+AC0-States
38,Private,225399,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Transport+AC0-moving,Husband,White,Male,0,0,40,United+AC0-States
32,,13862,HS+AC0-grad,9,Never+AC0-married,,Not+AC0-in+AC0-family,Amer+AC0-Indian+AC0-Eskimo,Female,0,0,38,United+AC0-States
32,Local+AC0-gov,43959,Bachelors,13,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,40,United+AC0-States
44,Private,83827,HS+AC0-grad,9,Divorced,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Female,0,0,50,United+AC0-States
24,Private,157332,Assoc+AC0-voc,11,Divorced,Tech+AC0-support,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
48,Private,163706,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,15024,0,70,United+AC0-States
43,Private,211517,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Male,0,1669,45,United+AC0-States
69,,92852,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,,Husband,White,Male,0,0,5,United+AC0-States
39,Self+AC0-emp+AC0-not+AC0-inc,192626,HS+AC0-grad,9,Separated,Farming+AC0-fishing,Not+AC0-in+AC0-family,White,Male,0,0,50,United+AC0-States
55,Private,115439,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,40,United+AC0-States
27,Private,98769,Assoc+AC0-voc,11,Never+AC0-married,Craft+AC0-repair,Unmarried,White,Male,0,0,40,United+AC0-States
29,Private,66473,Some+AC0-college,10,Never+AC0-married,Farming+AC0-fishing,Unmarried,White,Male,0,0,50,United+AC0-States
41,Self+AC0-emp+AC0-not+AC0-inc,138077,Masters,14,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Wife,White,Female,0,0,10,United+AC0-States
30,Local+AC0-gov,339388,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,0,0,72,United+AC0-States
28,Private,195520,Assoc+AC0-voc,11,Never+AC0-married,Adm+AC0-clerical,Other+AC0-relative,White,Male,0,0,40,Ireland
68,Private,204680,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,37,United+AC0-States
55,Private,184948,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,40,United+AC0-States
37,Private,356231,10th,6,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,Black,Male,0,2129,65,United+AC0-States
55,Private,204334,Prof+AC0-school,15,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,1977,55,England
60,Self+AC0-emp+AC0-inc,96660,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Wife,White,Female,0,0,8,United+AC0-States
44,Private,184871,Masters,14,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,40,United+AC0-States
45,Private,298950,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,United+AC0-States
37,Private,238802,HS+AC0-grad,9,Divorced,Tech+AC0-support,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
58,,242670,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,,Wife,White,Female,0,0,20,United+AC0-States
47,Private,183186,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,60,United+AC0-States
18,Private,34125,11th,7,Never+AC0-married,Other+AC0-service,Own+AC0-child,White,Female,0,0,10,United+AC0-States
23,Private,158996,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Handlers+AC0-cleaners,Husband,White,Male,0,0,38,United+AC0-States
35,Local+AC0-gov,203883,Some+AC0-college,10,Divorced,Tech+AC0-support,Unmarried,White,Female,0,0,40,United+AC0-States
61,Self+AC0-emp+AC0-inc,248160,10th,6,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,7688,0,40,United+AC0-States
54,Private,548361,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,98,United+AC0-States
21,Private,203914,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Wife,White,Female,0,0,19,United+AC0-States
53,State+AC0-gov,91121,Masters,14,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
46,Self+AC0-emp+AC0-not+AC0-inc,139397,10th,6,Separated,Exec+AC0-managerial,Unmarried,White,Female,0,0,15,Ecuador
56,Private,208640,Masters,14,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,40,United+AC0-States
46,Private,183013,Bachelors,13,Divorced,Craft+AC0-repair,Not+AC0-in+AC0-family,White,Male,0,0,50,United+AC0-States
36,Private,161141,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,United+AC0-States
54,Private,343333,Bachelors,13,Widowed,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,80,United+AC0-States
35,State+AC0-gov,210866,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Other+AC0-service,Husband,White,Male,0,0,40,United+AC0-States
26,Private,359854,Bachelors,13,Never+AC0-married,Priv+AC0-house+AC0-serv,Other+AC0-relative,White,Female,0,0,35,Mexico
49,Self+AC0-emp+AC0-inc,235646,HS+AC0-grad,9,Never+AC0-married,Craft+AC0-repair,Not+AC0-in+AC0-family,White,Male,0,0,47,United+AC0-States
60,Self+AC0-emp+AC0-not+AC0-inc,157588,HS+AC0-grad,9,Divorced,Adm+AC0-clerical,Unmarried,White,Female,0,0,99,United+AC0-States
55,Private,200734,HS+AC0-grad,9,Separated,Other+AC0-service,Unmarried,Black,Female,0,0,40,
21,Private,212213,Assoc+AC0-acdm,12,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,Black,Female,0,0,40,United+AC0-States
38,Private,248941,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,0,0,40,United+AC0-States
41,Local+AC0-gov,291831,Masters,14,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,35,United+AC0-States
43,State+AC0-gov,114191,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Protective+AC0-serv,Husband,Asian+AC0-Pac+AC0-Islander,Male,0,0,40,United+AC0-States
54,Self+AC0-emp+AC0-inc,151580,Bachelors,13,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,0,0,40,United+AC0-States
46,Private,331498,Doctorate,16,Never+AC0-married,Other+AC0-service,Own+AC0-child,White,Male,0,0,40,
20,Private,139989,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,Black,Male,0,0,40,United+AC0-States
35,Private,187167,Some+AC0-college,10,Divorced,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,50,United+AC0-States
24,Private,299528,Some+AC0-college,10,Never+AC0-married,Sales,Not+AC0-in+AC0-family,Asian+AC0-Pac+AC0-Islander,Female,0,0,50,Taiwan
41,Private,226608,1st+AC0-4th,2,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,Mexico
36,Private,306361,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Unmarried,Black,Male,0,0,40,United+AC0-States
40,Self+AC0-emp+AC0-not+AC0-inc,213416,5th+AC0-6th,3,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,10,Mexico
23,Private,85139,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
37,Private,48779,HS+AC0-grad,9,Never+AC0-married,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Male,0,0,50,United+AC0-States
71,Self+AC0-emp+AC0-inc,146365,Some+AC0-college,10,Widowed,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Female,0,0,24,United+AC0-States
36,Private,355856,5th+AC0-6th,3,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,Asian+AC0-Pac+AC0-Islander,Male,0,0,40,China
51,Private,39264,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Wife,White,Female,0,0,40,United+AC0-States
30,Private,117028,HS+AC0-grad,9,Never+AC0-married,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Male,0,0,50,United+AC0-States
40,Private,266631,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,Black,Male,0,0,40,Haiti
26,Private,152263,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Female,0,0,45,United+AC0-States
49,Private,387074,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,40,United+AC0-States
30,Private,245211,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,2002,43,United+AC0-States
48,Private,136455,Some+AC0-college,10,Divorced,Sales,Not+AC0-in+AC0-family,White,Female,0,0,16,United+AC0-States
53,State+AC0-gov,153486,Bachelors,13,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,0,0,40,United+AC0-States
31,Private,105479,Bachelors,13,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,50,United+AC0-States
40,Private,409902,HS+AC0-grad,9,Never+AC0-married,Machine+AC0-op+AC0-inspct,Own+AC0-child,Black,Female,0,0,40,United+AC0-States
21,,133515,Assoc+AC0-acdm,12,Never+AC0-married,,Own+AC0-child,White,Female,594,0,40,United+AC0-States
38,Private,89202,HS+AC0-grad,9,Divorced,Craft+AC0-repair,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
37,,185692,10th,6,Married+AC0-civ+AC0-spouse,,Husband,White,Male,0,0,84,United+AC0-States
34,Private,157024,10th,6,Never+AC0-married,Other+AC0-service,Unmarried,Black,Female,0,0,20,United+AC0-States
53,Private,230936,Bachelors,13,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,40,United+AC0-States
21,Private,57298,Some+AC0-college,10,Never+AC0-married,Sales,Own+AC0-child,White,Female,0,0,35,United+AC0-States
26,Private,82488,Masters,14,Never+AC0-married,Prof+AC0-specialty,Own+AC0-child,Asian+AC0-Pac+AC0-Islander,Female,0,0,40,Philippines
29,Private,606111,Bachelors,13,Divorced,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
44,Private,235182,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,50,United+AC0-States
22,Private,150336,Some+AC0-college,10,Divorced,Tech+AC0-support,Other+AC0-relative,White,Female,0,0,40,United+AC0-States
43,Federal+AC0-gov,145175,Bachelors,13,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,White,Male,0,0,42,United+AC0-States
39,Private,186719,Some+AC0-college,10,Separated,Craft+AC0-repair,Unmarried,White,Female,0,0,25,United+AC0-States
38,Local+AC0-gov,325538,HS+AC0-grad,9,Divorced,Craft+AC0-repair,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
67,Private,192995,HS+AC0-grad,9,Widowed,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Female,0,0,35,United+AC0-States
31,Private,103596,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Transport+AC0-moving,Husband,White,Male,0,0,65,United+AC0-States
30,Private,207172,11th,7,Never+AC0-married,Protective+AC0-serv,Not+AC0-in+AC0-family,White,Female,0,0,35,United+AC0-States
53,Self+AC0-emp+AC0-not+AC0-inc,237729,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Wife,White,Female,3411,0,65,United+AC0-States
44,Private,121718,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,15024,0,48,United+AC0-States
43,Private,196344,5th+AC0-6th,3,Married+AC0-civ+AC0-spouse,Other+AC0-service,Husband,White,Male,0,0,40,Mexico
22,Private,100235,HS+AC0-grad,9,Never+AC0-married,Handlers+AC0-cleaners,Own+AC0-child,White,Male,0,0,40,United+AC0-States
31,Private,161153,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,45,United+AC0-States
44,Private,303619,11th,7,Divorced,Craft+AC0-repair,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
88,Self+AC0-emp+AC0-not+AC0-inc,141646,7th+AC0-8th,4,Widowed,Farming+AC0-fishing,Not+AC0-in+AC0-family,White,Male,0,0,5,United+AC0-States
21,Private,293726,HS+AC0-grad,9,Never+AC0-married,Sales,Not+AC0-in+AC0-family,White,Male,0,0,60,United+AC0-States
31,Private,190772,Bachelors,13,Never+AC0-married,Exec+AC0-managerial,Own+AC0-child,White,Female,0,1590,35,
35,Local+AC0-gov,91124,Bachelors,13,Never+AC0-married,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
30,Private,318912,Bachelors,13,Never+AC0-married,Other+AC0-service,Own+AC0-child,Black,Male,0,0,55,United+AC0-States
48,Private,355978,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,0,0,40,United+AC0-States
68,,81468,HS+AC0-grad,9,Widowed,,Unmarried,White,Female,0,0,16,United+AC0-States
64,Private,183672,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,White,Male,0,0,50,United+AC0-States
49,Private,140826,Masters,14,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,Asian+AC0-Pac+AC0-Islander,Male,99999,0,50,
44,Private,146659,Doctorate,16,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,50,United+AC0-States
18,Private,294720,11th,7,Never+AC0-married,Other+AC0-service,Own+AC0-child,White,Male,0,0,12,United+AC0-States
34,Private,284629,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,United+AC0-States
29,Local+AC0-gov,128091,HS+AC0-grad,9,Never+AC0-married,Transport+AC0-moving,Unmarried,White,Female,0,0,40,United+AC0-States
23,Private,153643,HS+AC0-grad,9,Never+AC0-married,Machine+AC0-op+AC0-inspct,Other+AC0-relative,Black,Male,0,0,40,United+AC0-States
36,Self+AC0-emp+AC0-inc,173968,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,40,United+AC0-States
29,,168479,Bachelors,13,Never+AC0-married,,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
34,Private,303177,10th,6,Married+AC0-civ+AC0-spouse,Transport+AC0-moving,Husband,White,Male,0,0,45,Mexico
27,Self+AC0-emp+AC0-not+AC0-inc,189030,Bachelors,13,Never+AC0-married,Sales,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
57,Local+AC0-gov,261584,Some+AC0-college,10,Separated,Other+AC0-service,Not+AC0-in+AC0-family,Black,Female,0,0,40,United+AC0-States
24,Private,131230,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
54,Private,138852,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,White,Male,0,0,60,United+AC0-States
18,Private,137532,Some+AC0-college,10,Never+AC0-married,Sales,Own+AC0-child,White,Female,0,0,20,United+AC0-States
25,Private,67222,Some+AC0-college,10,Never+AC0-married,Machine+AC0-op+AC0-inspct,Not+AC0-in+AC0-family,Asian+AC0-Pac+AC0-Islander,Male,0,0,40,Philippines
28,Private,278736,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,Mexico
87,Private,143574,HS+AC0-grad,9,Married+AC0-spouse+AC0-absent,Sales,Not+AC0-in+AC0-family,White,Male,0,0,16,United+AC0-States
54,Private,283725,Masters,14,Divorced,Sales,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
21,Private,131404,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Other+AC0-relative,White,Male,0,0,25,United+AC0-States
43,Private,185015,5th+AC0-6th,3,Married+AC0-spouse+AC0-absent,Priv+AC0-house+AC0-serv,Other+AC0-relative,White,Female,0,0,40,El+AC0-Salvador
43,Federal+AC0-gov,47902,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,White,Male,3908,0,40,United+AC0-States
38,Private,272017,HS+AC0-grad,9,Never+AC0-married,Machine+AC0-op+AC0-inspct,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
46,Private,224559,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,Black,Male,0,0,35,United+AC0-States
65,Private,138247,Some+AC0-college,10,Widowed,Sales,Not+AC0-in+AC0-family,White,Female,0,0,22,United+AC0-States
39,Private,365465,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
60,Self+AC0-emp+AC0-not+AC0-inc,69887,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,50,United+AC0-States
30,Private,203488,Bachelors,13,Never+AC0-married,Sales,Not+AC0-in+AC0-family,White,Male,0,0,60,United+AC0-States
39,Private,57691,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Handlers+AC0-cleaners,Husband,White,Male,7298,0,40,United+AC0-States
35,Private,193815,Bachelors,13,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,1977,48,United+AC0-States
31,Self+AC0-emp+AC0-not+AC0-inc,37284,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,40,United+AC0-States
39,Private,317434,HS+AC0-grad,9,Never+AC0-married,Exec+AC0-managerial,Own+AC0-child,White,Male,0,0,40,United+AC0-States
33,Private,198613,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
27,Private,126060,Prof+AC0-school,15,Never+AC0-married,Prof+AC0-specialty,Other+AC0-relative,White,Female,0,0,40,United+AC0-States
31,Private,187560,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,White,Male,0,0,40,United+AC0-States
77,,331863,Some+AC0-college,10,Separated,,Not+AC0-in+AC0-family,White,Male,0,0,2,United+AC0-States
40,State+AC0-gov,52498,Assoc+AC0-acdm,12,Divorced,Adm+AC0-clerical,Unmarried,White,Female,0,0,40,United+AC0-States
58,Federal+AC0-gov,256466,Masters,14,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,Asian+AC0-Pac+AC0-Islander,Male,7688,0,40,China
37,Local+AC0-gov,215618,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Protective+AC0-serv,Husband,White,Male,0,0,80,United+AC0-States
39,Private,150057,10th,6,Separated,Machine+AC0-op+AC0-inspct,Own+AC0-child,White,Male,0,0,40,United+AC0-States
30,Private,213714,Some+AC0-college,10,Never+AC0-married,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
20,Private,173095,Some+AC0-college,10,Never+AC0-married,Sales,Own+AC0-child,White,Female,0,0,4,United+AC0-States
36,,143774,HS+AC0-grad,9,Divorced,,Other+AC0-relative,White,Female,0,0,40,United+AC0-States
30,Private,277488,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,60,United+AC0-States
39,Private,240468,HS+AC0-grad,9,Never+AC0-married,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Male,0,0,42,United+AC0-States
43,Private,197609,Some+AC0-college,10,Divorced,Other+AC0-service,Not+AC0-in+AC0-family,White,Female,0,0,30,United+AC0-States
25,Private,72294,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Female,0,0,40,United+AC0-States
42,Private,219155,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,45,United+AC0-States
38,Private,130277,Some+AC0-college,10,Divorced,Tech+AC0-support,Unmarried,White,Female,0,1726,40,United+AC0-States
67,Private,100718,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Handlers+AC0-cleaners,Husband,White,Male,0,0,30,United+AC0-States
57,Private,151474,HS+AC0-grad,9,Divorced,Handlers+AC0-cleaners,Other+AC0-relative,White,Female,0,0,40,United+AC0-States
21,Private,209955,Some+AC0-college,10,Never+AC0-married,Craft+AC0-repair,Own+AC0-child,White,Male,0,0,20,United+AC0-States
35,Private,23892,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Wife,White,Female,0,0,40,United+AC0-States
40,Private,206927,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,1887,40,United+AC0-States
35,Private,60135,10th,6,Married+AC0-civ+AC0-spouse,Other+AC0-service,Wife,White,Female,0,0,40,United+AC0-States
74,,95630,9th,5,Married+AC0-civ+AC0-spouse,,Husband,White,Male,0,0,10,United+AC0-States
19,Private,229516,7th+AC0-8th,4,Never+AC0-married,Machine+AC0-op+AC0-inspct,Other+AC0-relative,White,Male,0,0,40,United+AC0-States
36,Self+AC0-emp+AC0-not+AC0-inc,127740,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,99,United+AC0-States
39,State+AC0-gov,252662,Doctorate,16,Never+AC0-married,Prof+AC0-specialty,Not+AC0-in+AC0-family,White,Male,0,2824,50,United+AC0-States
17,,171080,12th,8,Never+AC0-married,,Own+AC0-child,White,Male,0,0,40,United+AC0-States
47,,118358,HS+AC0-grad,9,Never+AC0-married,,Other+AC0-relative,White,Female,0,0,50,
32,Private,160594,Bachelors,13,Never+AC0-married,Sales,Not+AC0-in+AC0-family,White,Male,0,1564,50,United+AC0-States
32,Local+AC0-gov,393376,Bachelors,13,Never+AC0-married,Protective+AC0-serv,Not+AC0-in+AC0-family,White,Female,0,0,48,United+AC0-States
51,Federal+AC0-gov,321494,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
48,,289517,Some+AC0-college,10,Never+AC0-married,,Not+AC0-in+AC0-family,White,Male,0,0,35,United+AC0-States
38,Private,331395,Bachelors,13,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,38,United+AC0-States
19,,199609,Some+AC0-college,10,Never+AC0-married,,Own+AC0-child,White,Female,0,0,20,United+AC0-States
52,Private,178596,Masters,14,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,45,United+AC0-States
21,Private,198996,Some+AC0-college,10,Never+AC0-married,Machine+AC0-op+AC0-inspct,Own+AC0-child,White,Female,0,0,30,United+AC0-States
33,Private,222654,HS+AC0-grad,9,Divorced,Craft+AC0-repair,Other+AC0-relative,White,Male,0,0,40,United+AC0-States
18,Private,293510,12th,8,Never+AC0-married,Handlers+AC0-cleaners,Other+AC0-relative,White,Male,0,0,20,United+AC0-States
32,Self+AC0-emp+AC0-not+AC0-inc,176185,Bachelors,13,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,7298,0,40,Japan
